CustomerName,LasPayRecieved,LasBilRaise,CreditBalance,TotHWbill,TotSWbill,LasHW_bildate,avgBillamt,avgBillTout,avgBill:Tout,Totdebitamt,debitTout,TotDebit:debTout,CrntDebitamt,CrntTout,CrntDebitamt:CrntTout,debitFreq,creditFreq,dbtfreq:crdtfreq
SRR TANKER SERVICES IOCL 11004734,,,0,0,1091.26,,0,0,0,0,0,0,-1091.26,0,0,,,
SRSDF�s Smt. Shanatabai Deshpande Public School,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
SRS TRAVELS AND LOGISTICS PRIVATE LIMITED,18197.00,8260.00,19719.0,0,116164.0,,6550,-17843,0:1,116164.0,19719.0,6:1,78602.0,19719.0,4:1,Monthly,quaterly,Monthly:quaterly
S R T TRANSPORT HPCL,2745.00,2745.00,0,0,4575.0,,2287,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
SSA Tours and Travels 19275,,,0,0,6962.0,,0,0,0,0,0,0,-6962.0,0,0,,,
SSM LORRY SERVICE IOCL 11032372,,,0,0,9586.84,,0,0,0,0,0,0,-9586.84,0,0,,,
SSS TRANSPORTS HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
SSS TRAVELS,,,0,0,0,12/30/2021,0,0,0,0,0,0,0,0,0,,,
SS TRANSPORTS HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
S SULOCHANA IOCL 11004693,,,0,0,929.26,,0,0,0,0,0,0,-929.26,0,0,,,
St Josephs High School,,,0,0,2833.0,,0,0,0,0,0,0,-2833.0,0,0,,,
STRATEGIC OUTSOURCING SERVICES PRIVATE LIMITED,10620.00,10620.00,21240.0,0,62835.0,,10620,885,12:1,62835.0,21240.0,3:1,42480.0,21240.0,2:1,halfyearly,quaterly,halfyearly:quaterly
STRAWBERRY INTERNATIONAL SCHOOL,,,0,0,4101.0,,0,0,0,0,0,0,-4101.0,0,0,,,
ST ROADWAYS HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
Suba Travels19372,,,0,0,13924.0,4/8/2021,0,0,0,0,0,0,-13924.0,0,0,,,
Subhadeep Tour and Travels,,,0,0,3481.0,,0,0,0,0,0,0,-3481.0,0,0,,,
SUBHAS PUBLISHING HOUSE,15930.00,14160.00,236.0,0,16166.0,,0,0,0,16166.0,236.0,68:1,15930.0,236.0,68:1,,,
SUDHARSAN AQUA NEEDS,,,0,0,3540.0,,0,0,0,0,0,0,-3540.0,0,0,,,
SUDHARSAN BULK CARRIER  HPCL,2135.00,2135.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
SUDHARSAN BULK CARRIER IOCL 11020632,,,0,0,1085.52,,0,0,0,0,0,0,-1085.52,0,0,,,
SULA VINEYARDS PRIVATE LIMITED 27,9332.00,,11249.0,0,68322.0,,4814,703,7:1,68322.0,11249.0,6:1,57776.0,11249.0,5:1,Monthly,Monthly,Monthly:Monthly
SULA VINEYARDS PRIVATE LIMITED Channapatna,778.00,,5636.0,0,14828.0,,850,1008,1:1,14828.0,5636.0,3:1,10200.0,5636.0,2:1,Monthly,Monthly,Monthly:Monthly
Sultan Travels 15915,5900.00,5900.00,0,5900.0,0,11/29/2021,0,0,0,0,0,0,0,0,0,,,
SUMATHI ENGLISH HIGH SCHOOL,4130.00,3540.00,0,0,18762.0,,0,0,0,0,0,0,-14632.0,0,0,,,
Summer Holidays,7000.00,6962.00,0,6962.0,6962.0,1/8/2022,0,0,0,0,0,0,0,0,0,,,
Suneeta,,1534.00,8614.0,7080.0,1534.0,10/18/2021,4307,8614.0,1:2,8614.0,8614.0,1:1,8614.0,8614.0,1:1,Monthly,,
SUPERMARKET GROCERY SUPPLIES PRIVATE LIMITED,,4620.00,24101.92,0,296276.92,,0,1928,0,296276.92,24101.92,12:1,274103.0,24101.92,11:1,,Monthly,
SURABI GAS CARRIER IOCL 11026757,,,0,0,2100.0,,0,0,0,0,0,0,-2100.0,0,0,,,
Surface Logistics,42952.00,7080.00,223142.0,49560.0,468021.0,12/9/2021,25970,17202,2:1,517581.0,223142.0,2:1,311641.0,223142.0,1:1,Monthly,Monthly,Monthly:Monthly
Surya Construction Company,,,0,0,41448.0,,0,0,0,0,0,0,-41448.0,0,0,,,
Suspense Account Debtors,6962.00,127.43,0,127.43,23641.43,1/26/2022,5910,0,0,0,0,0,0,0,0,quaterly,Monthly,quaterly:Monthly
Suspens Tds Recd - Ravindra,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
S V AGENCY,,,0,0,1487.0,,0,0,0,0,0,0,-1487.0,0,0,,,
S V BIO POLYMERS,3254.00,6254.00,0,6254.0,0,8/25/2021,0,0,0,0,0,0,0,0,0,,,
SVKDT Travels,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
SVK ROADLINES HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
SVS ROADWAYS HPCL,,,0,0,9440.0,,0,0,0,0,0,0,-9440.0,0,0,,,
SVS TRANSPORTS HPCL,4270.00,4270.00,0,0,8540.0,,4270,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
SWAMYMALAI BULK CARRIER HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
Swarn Mandir Travels,,,0,0,13924.0,,0,0,0,0,0,0,-13924.0,0,0,,,
Swastik Engineering works,,,0,0,294.0,,0,0,0,0,0,0,-294.0,0,0,,,
SWATHI GAS,,,0,0,743.0,,0,0,0,0,0,0,-743.0,0,0,,,
SWATHI TRANSPORT,24000.00,13688.00,12108.0,20532.0,36108.0,5/25/2021,4720,12108.0,1:3,56640.0,12108.0,5:1,56640.0,12108.0,5:1,Monthly,Monthly,Monthly:Monthly
Swati Sinha,5900.00,2832.00,0,3068.0,2832.0,8/7/2021,2950,0,0,0,0,0,0,0,0,Monthly,,
TAMILARASI TRANSPORTS HPCL,1830.00,3660.00,0,0,7015.0,,3507,0,0,0,0,0,0,0,0,halfyearly,Monthly,halfyearly:Monthly
Tamilnadu Transports,2542.00,,0,0,2542.0,,0,0,0,0,0,0,0,0,0,,,
Tamilnadu Transports HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,halfyearly,yearly,halfyearly:yearly
Tanaaz Travel and Cargo22267,,6962.00,6962.0,6962.0,0,12/1/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
TANGSYS TECHNOLOGIES PRIVATE LTD,2124.00,2124.00,0,34279.0,45489.0,11/29/2021,39884,0,0,0,0,0,0,0,0,Monthly,Monthly,Monthly:Monthly
Tanuj Travels,,,0,0,6962.0,4/8/2021,0,0,0,0,0,0,-6962.0,0,0,,,
TAPAS CHATTERJEE,11682.00,,5841.0,0,92394.0,,6018,-14337,0:1,92394.0,5841.0,16:1,72216.0,5841.0,12:1,Monthly,Monthly,Monthly:Monthly
Tarathpora Indane Gramin Vitrak,10000.00,,2033.0,0,12033.0,,778,-3771,0:1,12033.0,2033.0,6:1,6229.0,2033.0,3:1,Monthly,,
Tareq Travels 19032,5781.00,3481.00,0,5781.0,0,4/21/2021,0,0,0,0,0,0,0,0,0,,,
TATA AUTOCOMP GY BATTERIES PVT. LTD,381000.00,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
TATA COMMUNICATIONS TRANSFORMATION SERVICES LTD 01,2151.56,2351.00,9088.52,0,30563.0,,5093,9088.52,1:2,30563.0,9088.52,3:1,30563.0,9088.52,3:1,halfyearly,quaterly,halfyearly:quaterly
TATA COMMUNICATIONS TRANSFORMATION SERVICES LTD 02,2500.88,88.00,2006.68,0,37782.0,,6297,2006.68,3:1,37782.0,2006.68,19:1,37782.0,2006.68,19:1,halfyearly,halfyearly,halfyearly:halfyearly
TATA COMMUNICATIONS TRANSFORMATION SERVICES LTD 03,6184.86,294.00,8587.68,0,82806.0,,16561,8587.68,2:1,82806.0,8587.68,10:1,82806.0,8587.68,10:1,halfyearly,Monthly,halfyearly:Monthly
TATA COMMUNICATIONS TRANSFORMATION SERVICES LTD 06,5916.04,6464.00,13039.52,0,84032.0,,14005,13039.52,1:1,84032.0,13039.52,6:1,84032.0,13039.52,6:1,halfyearly,Monthly,halfyearly:Monthly
TATA COMMUNICATIONS TRANSFORMATION SERVICES LTD 08,6615.68,177.00,15182.42,0,101133.0,,16855,15182.42,1:1,101133.0,15182.42,7:1,101133.0,15182.42,7:1,halfyearly,Monthly,halfyearly:Monthly
TATA COMMUNICATIONS TRANSFORMATION SERVICES LTD 09,22051.24,9990.00,0,0,370806.0,,52201,0,0,0,0,0,-57597.0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
TATA COMMUNICATIONS TRANSFORMATION SERVICES LTD 10,5329.30,4407.00,110406.74,89238.0,103848.0,3/11/2022,32181,110406.74,1:3,193086.0,110406.74,2:1,193086.0,110406.74,2:1,halfyearly,Monthly,halfyearly:Monthly
TATA COMMUNICATIONS TRANSFORMATION SERVICES LTD 18,11025.62,12047.00,48667.2,0,180974.64,,26101,24303,1:1,180974.64,48667.2,4:1,156611.0,48667.2,3:1,halfyearly,Monthly,halfyearly:Monthly
TATA COMMUNICATIONS TRANSFORMATION SERVICES LTD 21,3926.48,354.00,21664.2,0,72925.0,,9980,8620,1:1,72925.0,21664.2,3:1,59881.0,21664.2,3:1,halfyearly,Monthly,halfyearly:Monthly
TATA COMMUNICATIONS TRANSFORMATION SERVICES LTD 29,8067.60,8815.00,34301.81,0,146023.29,,19099,2873,7:1,146023.29,34301.81,4:1,114595.0,34301.81,3:1,halfyearly,halfyearly,halfyearly:halfyearly
TATA COMMUNICATIONS TRANSFORMATION SERVICES LTD 37,4065.70,1763.00,111245.38,89238.0,99554.89,3/11/2022,30027,102619,1:3,188792.89,111245.38,2:1,180167.0,111245.38,2:1,halfyearly,Monthly,halfyearly:Monthly
TELCOM SERVICES,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
TELECOM NETWORK SOLUTIONS PVT LTD,9396.00,15340.00,64831.0,15340.0,144022.0,3/16/2022,10637,33118,1:3,159362.0,64831.0,2:1,127649.0,64831.0,2:1,Monthly,halfyearly,Monthly:halfyearly
Thajudeen Yasmin Travels20126,,,20867.0,17405.0,6962.0,12/30/2021,5801,13905,1:2,24367.0,20867.0,1:1,17405.0,20867.0,1:1,quaterly,,
THANGAM TRANSPORTS IOCL 11004984,,,0,0,1635.68,,0,0,0,0,0,0,-1635.68,0,0,,,
The Andhra Oxygen Pvt.Ltd.,14829.00,354.00,120858.0,0,397767.0,,29814,51051,1:2,397767.0,120858.0,3:1,327960.0,120858.0,3:1,Monthly,quaterly,Monthly:quaterly
THENNAGAM TRANSPORTS HPCL,1830.00,1830.00,0,0,10290.0,,2287,0,0,0,0,0,-1140.0,0,0,Monthly,Monthly,Monthly:Monthly
THENNAGAM TRANSPORTS IOCL 10102720,,,0,0,1000.0,,0,0,0,0,0,0,-1000.0,0,0,,,
THENPANDIAN ROADWAYS HPCL,2440.00,2440.00,0,0,24400.0,,8133,0,0,0,0,0,0,0,0,quaterly,halfyearly,quaterly:halfyearly
THENPANDIAN ROADWAYS IOCL 10102723,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
THENPANDIYAN TRANSPORT HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,Monthly,quaterly,Monthly:quaterly
The Paul Bangalore/the Paul Resors,6580.00,,2443.2,0,45810.2,,2443,-14051,0:1,45810.2,2443.2,19:1,29315.999999999996,2443.2,12:1,Monthly,Monthly,Monthly:Monthly
Thirumalaivasan Travels 6100,,6962.00,6962.0,6962.0,0,7/13/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
THIRUMURUGAN LORRY SERVICE (S SRINIVASAN),,,0,0,15374.0,,0,0,0,0,0,0,-15374.0,0,0,,,
THIRUPPATHIYAN TRANSPORTS IOCL 11004995,,,0,0,14365.84,,0,0,0,0,0,0,-14365.84,0,0,,,
THUNAIVAN LORRY SERVICE IOCL 11004993,,,0,0,222034.0,,0,0,0,0,0,0,-222034.0,0,0,,,
Tilak Tours and Travels21310,,,0,0,6962.0,,0,0,0,0,0,0,-6962.0,0,0,,,
Tirupati Bus Service22578,,6962.00,6962.0,6962.0,0,1/19/2022,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
Tiruttani Travels19515,,,0,0,6962.0,,0,0,0,0,0,0,-6962.0,0,0,,,
TITAN COMPANY LIMITED,3068.00,2832.00,2832.0,3068.0,2832.0,1/20/2022,2950,2832.0,1:1,5900.0,2832.0,2:1,5900.0,2832.0,2:1,Monthly,,
T L S TRANSPORTS HPCL,1830.00,2440.00,0,0,4270.0,,2135,0,0,0,0,0,0,0,0,halfyearly,Monthly,halfyearly:Monthly
TOTALENERGIES MARKETING INDIA PRIVATE LIMITED,303525.00,21240.00,105432.44,91969.0,557783.0,12/31/2021,162438,105432.44,2:1,649752.0,105432.44,6:1,649752.0,105432.44,6:1,Monthly,Monthly,Monthly:Monthly
Total Oil India Pvt Ltd,156241.44,24155.00,0,0,2422792.44,,225627,0,0,0,0,0,-392143.44,0,0,Monthly,Monthly,Monthly:Monthly
TOTAL OIL INDIA PVT LTD Cylinder,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
TPN TRAANSPORT HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,Monthly,quaterly,Monthly:quaterly
TPT K RAJAKUMAR HPCL,2440.00,2440.00,0,0,4270.0,,2135,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
Trans Cargo India,,,0,0,421637.26,,0,0,0,0,0,0,-421637.26,0,0,,,
Transeaze Logistics,16822.00,1416.00,64421.0,6844.0,223551.0,4/15/2021,20076,54863,1:3,230395.0,64421.0,4:1,220837.0,64421.0,3:1,Monthly,Monthly,Monthly:Monthly
TRANSWORLD TECHNOLOGIES LIMITED,16520.00,16520.00,0,16520.0,0,7/14/2021,0,0,0,0,0,0,0,0,0,,,
Treis Solutions LLP,141984.00,,2448.0,0,144432.0,,0,2448.0,0,144432.0,2448.0,59:1,144432.0,2448.0,59:1,,,
Trisha Travels,,6962.00,0,6962.0,6962.0,4/14/2021,0,0,0,0,0,0,0,0,0,,,
Trishul Transport,,,10405.0,17405.0,0,12/30/2021,8702,10405.0,1:1,17405.0,10405.0,2:1,17405.0,10405.0,2:1,Monthly,,
Udaygiri Tours and Travels,7316.00,7316.00,0,0,7316.0,,0,0,0,0,0,0,0,0,0,,,
Universal Bus 15581,,,0,0,6962.0,4/8/2021,0,0,0,0,0,0,-6962.0,0,0,,,
UNIVERSAL FLEXIBLES PVT LTD,5736.33,1514.00,168.67,11682.0,7198.0,1/13/2022,3776,168.67,22:1,18880.0,168.67,112:1,18880.0,168.67,112:1,Monthly,quaterly,Monthly:quaterly
Universal Travels,,52215.00,52215.0,52215.0,0,7/13/2021,0,52215.0,0,52215.0,52215.0,1:1,52215.0,52215.0,1:1,,,
Universal Travels20131,,20886.00,20886.0,20886.0,0,8/5/2021,0,20886.0,0,20886.0,20886.0,1:1,20886.0,20886.0,1:1,,,
URBAN  COMPANY,,,0,0,5000.0,,0,0,0,0,0,0,0,0,0,,,
UZHAVAN AND CO HPCL,3660.00,3660.00,0,0,3660.0,,0,0,0,0,0,0,0,0,0,,,
V2V SUPPLY CHAINS PVT LTD,112104.00,3422.00,6774.8,164256.0,599942.8,3/30/2022,53602,-18378,-3:1,668382.8,6774.8,99:1,643230.0,6774.8,95:1,Monthly,Monthly,Monthly:Monthly
V2V SUPPLY CHAINS PVT LTD.WEST BENGAL,,,133722.0,0,133722.0,,8319,99828,1:12,133722.0,133722.0,1:1,99828.0,133722.0,1:1,Monthly,,
VAISHALI TRADERS,,,0,0,743.0,,0,0,0,0,0,0,-743.0,0,0,,,
VAISHNO RISK MANAGEMENT LLP,2124.00,11682.00,17352.0,0,30626.25,,2124,12213,1:6,30626.25,17352.0,2:1,25488.0,17352.0,1:1,Monthly,halfyearly,Monthly:halfyearly
VALLI CARRIERS HPCL,1830.00,,0,0,9170.0,12/10/2021,2745,0,0,0,0,0,-3680.0,0,0,quaterly,Monthly,quaterly:Monthly
Vande Matram Travels,,,0,0,7000.0,,0,0,0,0,0,0,-7000.0,0,0,,,
VARSHANTH GAS CARRIER HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
VASANTHAM TRANSPORTS,12744.00,18585.00,13570.0,0,55018.0,,27509,13570.0,2:1,55018.0,13570.0,4:1,55018.0,13570.0,4:1,halfyearly,halfyearly,halfyearly:halfyearly
Vasa Scientific Company,2832.00,,0,0,2832.0,,0,0,0,0,0,0,0,0,0,,,
Vasu Road Lines HPCL,1830.00,1830.00,0,0,5490.0,,1830,0,0,0,0,0,0,0,0,quaterly,quaterly,quaterly:quaterly
VEENA,6000.00,5664.00,0,6336.0,5664.0,1/11/2022,0,0,0,0,0,0,0,0,0,,,
VELMURUGAN LOGISTICS HPCL,3660.00,3660.00,0,0,3660.0,,0,0,0,0,0,0,0,0,0,,,
VELMURUGAN LORRY SERVICE HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
VELMURUGAN MOTOR SERVICE HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
VELMURUGAN TRANSPORT HPCL,1815.00,,0,0,9440.0,,0,0,0,0,0,0,-9440.0,0,0,,,
VENKATESH,,,0,0,6210.0,,0,0,0,0,0,0,-6210.0,0,0,,,
VENTURE TRAVELS,2773.00,2773.00,5401.0,11210.0,7169.0,1/6/2022,6126,5401.0,1:1,18379.0,5401.0,3:1,18379.0,5401.0,3:1,Monthly,Monthly,Monthly:Monthly
VGP Travels22281,,6962.00,6962.0,6962.0,0,8/20/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
VIDHYA BULK CARRIERS IOCL 11005058,,,0,0,5005.42,,0,0,0,0,0,0,-5005.42,0,0,,,
Vihaan Sharma,,,5664.0,0,5664.0,,0,2124,0,5664.0,5664.0,1:1,2124.0,5664.0,1:3,,,
VIJAYA BALAJI GAS CARRIER HPCL,2135.00,2135.00,0,0,6100.0,,3050,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
Vijaya Enterprises,,,0,0,10620.0,,0,0,0,0,0,0,-10620.0,0,0,,,
Vijay Bulk carriers HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
Vijay Travels21194,,,3462.0,0,6962.0,4/8/2021,0,-3500,0,6962.0,3462.0,2:1,0.0,3462.0,0,,,
Vikas Chandra JK,1778.00,,0,0,3218.0,,0,0,0,0,0,0,0,0,0,,,
Vikramaditya Rajeshwar Ghorpade,,,0,0,2572.0,,0,0,0,0,0,0,-2572.0,0,0,,,
Vinay Travels,3500.00,3481.00,0,3481.0,3481.0,11/30/2021,0,0,0,0,0,0,0,0,0,,,
Vinod R Sharma,,,0,0,5775.0,,0,0,0,0,0,0,-5775.0,0,0,,,
Vishal Tourist BLR,,,0,0,5121.0,,0,0,0,0,0,0,-5121.0,0,0,,,
VN GAS CARRIERS HPCL,1830.00,1830.00,0,0,3965.0,,1982,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
VN TRANSPORT,14868.00,18585.00,18586.0,0,177621.0,,59207,18586.0,3:1,177621.0,18586.0,10:1,177621.0,18586.0,10:1,Monthly,halfyearly,Monthly:halfyearly
VPS Transport22919,,3481.00,6962.0,6962.0,0,3/7/2022,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
VPS  TRANSPORT HPCL,2135.00,2135.00,0,0,5795.0,,2897,0,0,0,0,0,0,0,0,halfyearly,Monthly,halfyearly:Monthly
VRS TRANSPORT C AND F SERVICES,32922.00,4779.00,16992.0,0,170451.0,,11446,-50445,0:1,170451.0,16992.0,10:1,103014.0,16992.0,6:1,Monthly,quaterly,Monthly:quaterly
VST LORRY SERVICE HPCL,1830.00,1830.00,2100.0,0,3930.0,,0,0,0,3930.0,2100.0,2:1,1830.0,2100.0,1:1,,,
VS TRANSPORT HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
V T C TRANASPORTS HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
WAVE TELECOM,80948.00,57348.00,0,46728.0,93692.0,11/26/2021,0,0,0,0,0,0,0,0,0,,,
WEST COAST TRADING,2974.00,,0,0,1487.0,,0,0,0,0,0,0,-1487.0,0,0,,,
Western Arya,708.00,708.00,0,6726.0,190344.0,8/20/2021,32845,0,0,0,0,0,0,0,0,halfyearly,quaterly,halfyearly:quaterly
Wise Travel India Pvt Ltd,590.00,590.00,84913.0,0,86093.0,,0,-590,0,86093.0,84913.0,1:1,590.0,84913.0,1:144,,Monthly,
Witty Enterprises Pvt Ltd,,,0,0,75523.0,,0,0,0,0,0,0,-75523.0,0,0,,,
WORK TECHNOLOGIES,,,0,0,10640.0,,0,0,0,0,0,0,-10640.0,0,0,,,
Yaana Logistics Pvt Ltd,28100.00,6844.00,65675.22,6844.0,184788.0,4/15/2021,16697,57710,1:3,191632.0,65675.22,3:1,183667.0,65675.22,3:1,Monthly,quaterly,Monthly:quaterly
YASH ENTERPRISE,8496.00,,0,0,8496.0,,0,0,0,0,0,0,0,0,0,,,
Yellow Bus Services,,,0,0,1001.0,,0,0,0,0,0,0,-1001.0,0,0,,,
Yeskay Travels22720,,,0,10443.0,0,12/30/2021,0,0,0,0,0,0,0,0,0,,,
Yessarp Inc,,,0,0,3540.0,,0,0,0,0,0,0,-3540.0,0,0,,,
Yuvtec,200000.00,5900.00,329678.0,47200.0,949592.0,2/15/2022,27578,-336170,0:1,996792.0,329678.0,3:1,330944.0,329678.0,1:1,Monthly,quaterly,Monthly:quaterly
Zamindara Travels 15494,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
Zee Travels,,3481.00,3481.0,3481.0,0,9/13/2021,0,3481.0,0,3481.0,3481.0,1:1,3481.0,3481.0,1:1,,,
Zimindara Travels,,3481.00,3481.0,3481.0,3481.0,7/31/2021,0,3481.0,0,3481.0,3481.0,1:1,3481.0,3481.0,1:1,,,
Zing Online Pvt Ltd,29160.00,31860.00,0,0,31860.0,,0,0,0,0,0,0,0,0,0,,,
